0	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/example/org/joda/example/time/AgeCalculator.java	org.joda.example.time	AgeCalculator;FieldGroup;FieldSet	JFrame	"""Month Based"";""Weekyears"";""Hours"";""Week Based"";""Age Calculator"";""Minutes"";"""";""Years"";""Days"";""Months"";""Weeks"";""Seconds"";""1970-01-01T00:00:00"";""Birthdate"""	500;1;5;0;103;101;4;2;0.1;' ';102;1.0;10;3	updateResults();iChronology.days();iChronology.hours();Box.createVerticalGlue();iChronology.months();birthdateField.getDocument();zoneSelector.getSelectedItem();iBirthdateStr.trim();show();DateTimeZone.getDefault();dt.getMillis();component.getPreferredSize();getScreenSize();addNotify();ISOChronology.getInstance();iCheckbox.isSelected();toArray();component.getMaximumSize();iChronology.weekyears();getID();getToolkit();birthdateField.getText();DateTimeZone.getAvailableIDs();iChronology.seconds();iTimer.start();getPreferredSize();getContentPane();iChronology.years();iResult.getText();System.currentTimeMillis();iChronology.weeks();iChronology.minutes()	BoxLayout.X_AXIS;size.width;cons.anchor;cons.gridy;cons.weightx;JFrame.EXIT_ON_CLOSE;BoxLayout.Y_AXIS;GridBagConstraints.WEST;fg.iResult;fg.iCheckbox;cons.gridx;screenSize.width;iFieldSets.length;size.height;iGroups.length;GridBagConstraints.HORIZONTAL;cons.fill;dim.height;screenSize.height
1	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/example/org/joda/example/time/DateTimeBrowser.java	org.joda.example.time	DateTimeBrowser;LoadedFile;TableView;GetterTableView;HexTableView;DateTableView;CalTableView;OpenAction;ExitAction;GetterAction;HexAction;DateAction;CalAction	JFrame;TableView;TableView;TableView;TableView;AbstractAction;AbstractAction;AbstractAction;AbstractAction;AbstractAction;AbstractAction	"""Open"";""java <options> "";""date"";"" "";""Weekyear"";""0x"";"" does not exist or cannot be read!"";""Hours"";""\t\tIf incorrectly specified, getter is used."";""Getter"";""\t\tAn initial view to be displayed."";""\t\tValid names are: getter, hex, date, cal"";""Exit"";""use.view"";""SecOfMin"";""HrOfDay"";""\twhich are valid for DateTime instantiation."";""<optons>"";""\t-Duse.view="";""MonOfYr"";""Millis"";""Month"";""Sec"";""I/O Error on file: "";""Calendar"";""DateTime.getXXX() Method Calculations"";""Year"";""DayOfWeek"";""hex"";""DayOfYr"";""File name is required!"";""Minutes"";""WkofYr"";""View"";""toString()"";""Min"";""View the long values"";""Center"";"" Record Count "";""0"";""java.util.Calendar.get(int)"";""Line guess is: "";""DayOfMon"";""Parse failed for : "";""Date-millis"";""FileString"";"" at line number "";""JDT-millis"";""JDT-Oct"";""JDT-Hex"";"" <filename>"";""Load of file: "";""00000000000000000000000000000000"";""DayOfWk"";""Day Of Month"";""Hex"";""View name: "";""Date-Oct"";""Date"";""Day Of Week"";""YYYY-MM-DDTHH:MM:SS"";"" invalid."";""java.util.Date getXXX"";""Usage:"";""MinOfHr"";""\t-Duse.time.zone="";"" : "";""Parse failed for: "";""\t\tthe OS/user default is used.  If sepcified"";""use.time.zone"";""\t\tThis becomes the default view."";""File"";""<filename> contains a list of Strings"";""\t\tA valid timezone name.  If not specified"";"" failed!"";""File: "";""WeekOfWY"";""cal"";""Date-Hex"";""Seconds"";""\t\tincorrectly, GMT is quietly used."";""MillisOfSec"";""getter"";""yyyy-MM-dd'T'HH:mm:ss"""	100;200;16;1;0;150;175;4;2;'#';22;10	adt.getWeekyear();fileStrings.size();dtObjects.trimToSize();getDefaultTableView();adt.getDayOfYear();currFile.getLoadedFileSize();inputLine.length();rdr.close();ioe.printStackTrace();adt.getMinuteOfHour();adt.getMillisOfSecond();genCalcdValues();jt.getColumnModel();getScreenSize();chooser.getSelectedFile();adt.getWeekOfWeekyear();chosenFile.getCanonicalPath();setDefaultTimeZone();jDate.getMonth();lddFile.getDtObjects();jDate.getMinutes();jDate.getDay();getName();adt.getHourOfDay();inStr.toUpperCase();inStr.length();getDisplayName();jDate.getHours();dispose();enableAllViews();Toolkit.getDefaultToolkit();genColNames();tView.getCalcdValues();fileStrings.trimToSize();validate();adt.getMonthOfYear();adt.getDayOfWeek();tView.getViewTitle();adt.getMillis();inputLine.trim();rdr.readLine();adt.toString();adt.getDayOfMonth();TimeZone.getDefault();length();javaDate.getTime();jDate.getSeconds();jDate.getYear();f.exists();fileMenu.addSeparator();tView.getColNames();getContentPane();jDate.getDate();f.canRead();adt.getYear();usage();f.length();adt.getSecondOfMinute();dtObjects.size();retVal.toUpperCase();lddFile.getFileStrings()	Calendar.WEEK_OF_YEAR;Calendar.DAY_OF_WEEK;WindowConstants.DISPOSE_ON_CLOSE;Calendar.SECOND;Calendar.DAY_OF_YEAR;JFileChooser.APPROVE_OPTION;objs.length;Calendar.YEAR;args.length;Calendar.MINUTE;Calendar.HOUR_OF_DAY;Calendar.DAY_OF_MONTH;Calendar.MONTH;colNames.length;System.err;Calendar.MILLISECOND
2	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/example/org/joda/example/time/DateTimePerformance.java	org.joda.example.time	DateTimePerformance;Result		"""new(millis)"";""getMonth"";""setYear"";""new(YMD)"";"": "";""GCal"";""setGetHour"";""setGetYear"";""ns"";""Anti optimise"";"""";""toString"";""GCal: "";""."";""setHour"";""Joda"";""getHour"";""JISO: "";""Date"";""Joda: "";""JISO"";""new()"";""getDay"";""dd MMM yyyy"";""Date: "";""getYear"""	200000;12345L;1000000;1;0;20000;1972;13;5000000;10;3	checkGCalSetGetYear();it.next();GJChronology.getInstance();dt.getDayOfMonth();checkDateGetHour();checkGCalGetYear();it.hasNext();checkGCalSetYear();checkDateConstructor1();checkJodaSetGetHour();checkGCalConstructor1();checkGCalGetHour();checkGCalConstructor2();checkJodaConstructor2();checkDateConstructor3();dt.getMonth();dt.getYear();th.printStackTrace();checkGCalSetHour();dt.getHours();checkJodaConstructor1();checkGCalConstructor3();checkJISOConstructor3();checkJISOSetYear();checkJISOGetHour();checkDateSetGetHour();checkGCalSetGetHour();checkJodaSetHour();checkJodaSetGetYear();checkDateSetHour();checkJISOSetGetYear();dt.getTime();checkJISOSetGetHour();checkJodaToString();checkJodaSetYear();checkDateSetGetYear();resultList.iterator();checkJodaGetHour();checkJISOSetHour();dt.getDate();checkJISOConstructor1();checkJISOConstructor2();checkJISOGetYear();checkJodaGetYear();checkGCalToString();checkJISOToString();checkDateToString();checkDateConstructor2();dt.getMonthOfYear();dt.getHourOfDay();checkDateSetYear();dt.year();System.currentTimeMillis();checkJodaConstructor3();checkDateGetYear()	result.runs;res.avg;result.object;res.name;GregorianCalendar.DAY_OF_MONTH;res.object;GregorianCalendar.MONTH;result.name;GregorianCalendar.HOUR_OF_DAY;GregorianCalendar.YEAR;result.avg;result.time
3	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/example/org/joda/example/time/Examples.java	org.joda.example.time	Examples		"""Compare millisecond:  in.isBefore(in2):         "";""Convert to Calendar:  in.toCalendar(Locale.UK): "";""Property access:      in.dayOfWeek().get():                   "";""Convert to Instant:   in.toInstant():           "";""Get year:             in.getYear():             "";""Get monthOfYear:      in.getMonthOfYear():      "";""Get dayOfMonth:       in.getDayOfMonth():       "";""ISO chronology:       in.getChronology():       "";""Millisecond time:     in.getMillis():           "";""DateTime is immutable and thread-safe"";""Copy & set to Jan:    in.monthOfYear().setCopy(1):            "";""Copy & add 14 months: in.monthOfYear().addCopy(14):           "";""Compare millisecond:  in.isEqual(in2):          "";""ISO string version:   in.toString():            "";""Change millis:        in.withMillis(0):         "";"""";""DateTime"";""                      in2 = new Instant(in.getMillis() + 10)"";""Compare millisecond:  in.isAfter(in2):          "";""Day as short text:    in.dayOfWeek().getAsShortText():        "";""Max allowed value:    in.dayOfWeek().getMaximumValue():       "";""Day in french:        in.dayOfWeek().getAsText(Locale.FRENCH):"";""Convert to MutableDT: in.toMutableDateTime():   "";""Convert to Date:      in.toDate():              "";""UTC time zone:        in.getDateTimeZone():     "";""                      in = new Instant()"";""======="";""DateTime stores a the date and time using millisecs from 1970-01-01T00:00:00Z internally"";""Convert to GregCal:   in.toGregorianCalendar(): "";""Instant is immutable and thread-safe"";""Compare millisecond:  in.compareTo(in2):        "";""Convert to DateTime:  in.toDateTime():          "";""                      in2 = new DateTime(in.getMillis() + 10)"";""Add 14 mnths in field:in.monthOfYear().addWrapFieldCopy(14):  "";""..."";""Instant"";""Min allowed value:    in.dayOfWeek().getMinimumValue():       "";""Your time zone:       in.getDateTimeZone():     "";""Day of week as text:  in.dayOfWeek().getAsText():             "";""Equals ms and chrono: in.equals(in2):           "";""Instant stores a point in the datetime continuum as millisecs from 1970-01-01T00:00:00Z"";""                      in = new DateTime()"""	14;46;1;0;0L;10	getAsShortText();in.toDate();in.getDayOfMonth();getMaximumValue();System.out.println();in.toString();in.toGregorianCalendar();run();runDateTime();in.getMonthOfYear();in.monthOfYear();getMinimumValue();in.getYear();in.dayOfWeek();runInstant();in.toInstant();getAsText();in.getMillis();in.getChronology();in.getZone();in.toDateTime();in.toMutableDateTime();toString();ex.printStackTrace();get()	Locale.UK;Locale.FRENCH
4	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/example/org/joda/example/time/TimeZoneTable.java	org.joda.example.time	TimeZoneTable;ZoneData		"""<tr>"";"", "";""<table>"";""<td align=\""left\"" valign=\""top\"">"";""</td>"";""<th align=\""left\"">Canonical ID</th>"";""</table>"";""<th align=\""left\"">Standard Offset</th>"";""<th align=\""left\"">Aliases</th>"";""</tr>"""	0;1;4;2	getCanonicalID();zone.getCanonicalID();zone.getStandardOffsetStr();it.next();aliases.size();iZone.getID();isCanonical();other.isCanonical();zone.isCanonical();other.getID();idSet.iterator();getID();DateTimeZone.getAvailableIDs();System.currentTimeMillis();it.hasNext();other.getCanonicalID();idSet.size();aliases.clear();toFormatter()	zones.length;System.out
5	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/Chronology.java	org.joda.time	Chronology					
6	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/DateMidnight.java	org.joda.time	DateMidnight;Property	BaseDateTime;AbstractReadableInstantFieldProperty	"""Zone must not be null"";""The DateTimeFieldType must not be null"";""' is not supported"";""Chronology must not be null"";""Field must not be null"";""Field '"""	0;156371964018738L;257629620L;1	weeks();getMillis();getMaximumValue();year();centuryOfEra();toDateMidnight();withOffsetParsed();getZone();dayOfWeek();yearOfCentury();days();getMinimumValue();iField.getType();weekOfWeekyear();DurationFieldType.days();getChronology();iInstant.getChronology();chronology.dayOfMonth();field.isSupported();iInstant.getMillis();months();monthOfYear();dayOfMonth();era();weekyear();durationToAdd.getMillis();ISODateTimeFormat.dateTimeParser();dayOfYear();yearOfEra();years();oos.readObject()	
7	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/DateTime.java	org.joda.time	DateTime;Property	BaseDateTime;AbstractReadableInstantFieldProperty	"""Zone must not be null"";""The DateTimeFieldType must not be null"";""' is not supported"";""Chronology must not be null"";""Field must not be null"";""Field '"""	0;1;5171125899451703815L;6983323811635733510L	toLocalDate();weeks();chrono.minuteOfHour();getMillis();getMaximumValue();year();chrono.hourOfDay();minuteOfDay();minutes();millis();centuryOfEra();hourOfDay();millisOfDay();secondOfDay();withOffsetParsed();ISOChronology.getInstance();getZone();dayOfWeek();yearOfCentury();days();millisOfSecond();getMinimumValue();iField.getType();secondOfMinute();weekOfWeekyear();chrono.secondOfMinute();chrono.monthOfYear();getChronology();iInstant.getChronology();field.isSupported();chrono.year();iInstant.getMillis();months();monthOfYear();dayOfMonth();era();seconds();weekyear();chrono.millisOfSecond();durationToAdd.getMillis();hours();minuteOfHour();ISODateTimeFormat.dateTimeParser();dayOfYear();chrono.dayOfMonth();yearOfEra();years();oos.readObject()	DateTimeConstants.MILLIS_PER_DAY
8	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/DateTimeComparator.java	org.joda.time	DateTimeComparator		"""]"";""-"";""DateTimeComparator["";"""""	0;6097339773320178364L;123;1	DateTimeFieldType.dayOfYear();other.getUpperLimit();iLowerLimit.hashCode();iLowerLimit.getName();ConverterManager.getInstance();iUpperLimit.hashCode();other.getLowerLimit();iUpperLimit.getName()	
9	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/DateTimeConstants.java	org.joda.time	DateTimeConstants			9;24;7;1000;1;6;5;0;12;60;11;4;2;8;10;3		
10	Time_10_b	/Volumes/data/bugStudy/defects4j/data/Time_10_b/src/main/java/org/joda/time/DateTimeField.java	org.joda.time	DateTimeField					
